"","X","experiment_id","sample_id","platform_id","cell_type","category","general_cell_type","donor_tissue","sub_cell_type1","ts_timepoint","ResemblingNativeCellType","index","cell_type.1","category.1","target_cell_type","general_cell_type.1","parental_cell_type","donor_tissue.1","CellType","Treatment","progenitor.cell.type","Comment","SRR_accession","QC_summary","SRX_accession","SRS_accession","SRP_accession","GSE_accession","Sample_name","Library_name","SampleName","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"ERR1247120","ERP014117.ERX1319058.GPL16791","ERP014117","ERX1319058","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",456,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labeled human neurons or induced neurons (iN) correspond to neurons transdifferentiated from fibroblasts using two transcription factors, as previously described (#1-AG08498 or #2:ERF-1, Erlangen Germany, a line given to us by collaborators) into primarily glutamatergic neurons.;PMID:26503761","ERR1247120","PASS","ERX1319058","ERS1051185","ERP014117","SAMEA3864051","","iN2a","SAMEA3864051","2016-05-07 17:02:20","2016-05-07 21:44:30",19413675,990097425,0,51,344,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247120/ERR1247120.1","iN2a","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051185","SAMEA3864051","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","87F5F8F190B5C8D452E27D20A5719611","14FC0CB917162C1B9D32F0085ED85866"
"ERR1247122","ERP014117.ERX1319060.GPL16791","ERP014117","ERX1319060","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",458,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labled 5-HT neurons or serotonergic neurons or iSN correspond to serotonergic neurons derived from the stated fibroblast lines, using an additional four transcription factors.;PMID:26503761","ERR1247122","PASS","ERX1319060","ERS1051187","ERP014117","SAMEA3864053","","iSN1a","SAMEA3864053","2016-05-07 17:02:20","2016-05-07 21:45:29",26921544,1372998744,0,51,600,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247122/ERR1247122.1","iSN1a","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051187","SAMEA3864053","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","BB3334A2D55284F877472EE2113CB97A","44288519A8B580A51494D9C0101C9CF7"
"ERR1247123","ERP014117.ERX1319061.GPL16791","ERP014117","ERX1319061","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",459,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labled 5-HT neurons or serotonergic neurons or iSN correspond to serotonergic neurons derived from the stated fibroblast lines, using an additional four transcription factors.;PMID:26503761","ERR1247123","PASS","ERX1319061","ERS1051188","ERP014117","SAMEA3864054","","iSN1b","SAMEA3864054","2016-05-07 17:02:20","2016-05-07 21:45:51",16884151,861091701,0,51,299,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247123/ERR1247123.1","iSN1b","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051188","SAMEA3864054","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","8B155FE3A8E70971E8ED76A0C1954B6F","246E4E1A82605F051D0597B2852FADA0"
"ERR1247124","ERP014117.ERX1319062.GPL16791","ERP014117","ERX1319062","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",460,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labled 5-HT neurons or serotonergic neurons or iSN correspond to serotonergic neurons derived from the stated fibroblast lines, using an additional four transcription factors.;PMID:26503761","ERR1247124","PASS","ERX1319062","ERS1051189","ERP014117","SAMEA3864055","","iSN1c","SAMEA3864055","2016-05-07 17:02:20","2016-05-07 21:46:14",21570699,1100105649,0,51,381,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247124/ERR1247124.1","iSN1c","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051189","SAMEA3864055","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","2A2D922ACA47DF016B5FFBCE42F13537","AA6D13725358AF237CB5C79E76486741"
"ERR1247125","ERP014117.ERX1319063.GPL16791","ERP014117","ERX1319063","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",461,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labled 5-HT neurons or serotonergic neurons or iSN correspond to serotonergic neurons derived from the stated fibroblast lines, using an additional four transcription factors.;PMID:26503761","ERR1247125","PASS","ERX1319063","ERS1051190","ERP014117","SAMEA3864056","","iSN2a","SAMEA3864056","2016-05-07 17:02:20","2016-05-07 21:46:40",18267419,931638369,0,51,323,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247125/ERR1247125.1","iSN2a","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051190","SAMEA3864056","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","E0C3451EF59F13F29AEB07B8AD9D5DD2","AC35521519EE897F5D123BDA1C362575"
"ERR1247126","ERP014117.ERX1319064.GPL16791","ERP014117","ERX1319064","GPL16791","induced neuron","test","iNEUR","FIB","iNEUR-FIB","endpoint","",462,"induced neuron","test","neuron","induced neuron","fibroblast","","induced neuron","transdifferentiation","fibroblast","Samples labled 5-HT neurons or serotonergic neurons or iSN correspond to serotonergic neurons derived from the stated fibroblast lines, using an additional four transcription factors.;PMID:26503761","ERR1247126","PASS","ERX1319064","ERS1051191","ERP014117","SAMEA3864057","","iSN2b","SAMEA3864057","2016-05-07 17:02:20","2016-05-07 21:47:13",23000900,1173045900,0,51,407,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/ERR1247126/ERR1247126.1","iSN2b","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP014117","PRJEB12624",NA,320949,"ERS1051191","SAMEA3864057","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","Manching Ku","ERA560775",NA,"public","B61C985D2F741B7CF645C461474033AE","776457AD25DD4FF5A5B90186D84D7A83"
"ERR701513","ERP009028.ERX645776.GPL11154","ERP009028","ERX645776","GPL11154","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","human poly A+ RNA from Clontech; ","ERR701513","PASS","ERX645776","ERS629177","ERP009028","SAMEA3176229","","polyA+_liver_6100188","SAMEA3176229","2015-01-29 00:21:23","2015-01-29 06:13:02",28606900,2889296900,0,101,1650,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR701513/ERR701513.1","polyA+_liver_6100188","AMPLICON","RT-PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2000","ERP009028","PRJEB8001",2,270610,"ERS629177","SAMEA3176229","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","University of Lausanne, Lausanne, Switzerland","ERA394874",NA,"public","791C80C46F9DDF2B7CC508C182F9F683","427EB736CF74D2BF78AB259608CD3F22"
"SRR087756","GSE26109.GSM641418.GPL9052","GSE26109","GSM641418","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087756","PASS","SRX035960","SRS150534","SRP004903","GSM641418","","GSM641418: liver1","GSM641418","2011-01-31 14:43:53","2014-05-29 14:52:57",25814455,1497238390,0,58,986,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087756/SRR087756.2","GSM641418: liver1","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150534","SAMN00188835","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","C34CDC12427486DFAB9C9F44EABBB214","D001FC4D013573CF716DC7C078174E59"
"SRR087757","GSE26109.GSM641418.GPL9052","GSE26109","GSM641418","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087757","PASS","SRX035960","SRS150534","SRP004903","GSM641418","","GSM641418: liver1","GSM641418","2011-01-31 14:43:53","2014-05-29 14:55:49",25534868,1481022344,0,58,974,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087757/SRR087757.2","GSM641418: liver1","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150534","SAMN00188835","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","50C102CADFF6D68C8EED976475F69BC7","C7B83085DA936ACF071ECA5E1881B1D9"
"SRR087758","GSE26109.GSM641418.GPL9052","GSE26109","GSM641418","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087758","PASS","SRX035960","SRS150534","SRP004903","GSM641418","","GSM641418: liver1","GSM641418","2011-01-31 14:43:53","2014-05-29 14:52:52",23661941,1372392578,0,58,905,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087758/SRR087758.2","GSM641418: liver1","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150534","SAMN00188835","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","0B6760003EA31BE77AD8D96ABEEF17CA","4DCFB7E16BC07E2990203632BB7B93D2"
"SRR087760","GSE26109.GSM641419.GPL9052","GSE26109","GSM641419","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087760","PASS","SRX035961","SRS150535","SRP004903","GSM641419","","GSM641419: liver2","GSM641419","2011-01-31 14:43:53","2014-05-29 14:51:52",16813305,605278980,0,36,414,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087760/SRR087760.2","GSM641419: liver2","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150535","SAMN00188836","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","A3353715300BDFD595B322AC62F4DB7E","67831D9FDE194A55BEED532813DFC632"
"SRR087761","GSE26109.GSM641419.GPL9052","GSE26109","GSM641419","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087761","PASS","SRX035961","SRS150535","SRP004903","GSM641419","","GSM641419: liver2","GSM641419","2011-01-31 14:43:53","2014-05-29 14:51:56",16726448,602152128,0,36,421,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087761/SRR087761.2","GSM641419: liver2","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150535","SAMN00188836","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","E0F19FAB57FA5093B03DDFF433166C84","B35BC99548AB5BDA2B3CEBB34D28B80E"
"SRR087764","GSE26109.GSM641420.GPL9052","GSE26109","GSM641420","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087764","PASS","SRX035962","SRS150536","SRP004903","GSM641420","","GSM641420: liver3","GSM641420","2011-01-31 14:43:53","2014-05-29 14:52:48",19486468,1130215144,0,58,739,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087764/SRR087764.2","GSM641420: liver3","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150536","SAMN00188837","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","481900DC4236783B995DA85AE2BCE83A","BC3DDBC92E9C7E46143FBE8A847DC171"
"SRR087765","GSE26109.GSM641420.GPL9052","GSE26109","GSM641420","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087765","PASS","SRX035962","SRS150536","SRP004903","GSM641420","","GSM641420: liver3","GSM641420","2011-01-31 14:43:53","2014-05-29 14:52:58",19154017,1110932986,0,58,721,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087765/SRR087765.2","GSM641420: liver3","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150536","SAMN00188837","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","6DDDC5F276F78FA1D3612C361050FC64","5B592179D468694ACA0D5FA06AA5C1FC"
"SRR087766","GSE26109.GSM641421.GPL9052","GSE26109","GSM641421","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087766","PASS","SRX035963","SRS150537","SRP004903","GSM641421","","GSM641421: liver4","GSM641421","2011-01-31 14:43:53","2014-05-29 14:54:04",20794323,1206070734,0,58,687,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087766/SRR087766.2","GSM641421: liver4","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150537","SAMN00188838","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","CD531FF86FF2E0FBEC7B42D001E07D77","1E1CCBEDDCBC3BD47C1591B2732887CE"
"SRR087767","GSE26109.GSM641421.GPL9052","GSE26109","GSM641421","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087767","PASS","SRX035963","SRS150537","SRP004903","GSM641421","","GSM641421: liver4","GSM641421","2011-01-31 14:43:53","2014-05-29 14:55:03",20372877,1181626866,0,58,698,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087767/SRR087767.2","GSM641421: liver4","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150537","SAMN00188838","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","31AEB8B8A0B128DF96B05DF73719778D","DE9700CDD73A889C863E8CED22CF8FE0"
"SRR087768","GSE26109.GSM641421.GPL9052","GSE26109","GSM641421","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087768","PASS","SRX035963","SRS150537","SRP004903","GSM641421","","GSM641421: liver4","GSM641421","2011-01-31 14:43:53","2014-05-29 14:54:50",20631095,1196603510,0,58,717,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087768/SRR087768.2","GSM641421: liver4","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150537","SAMN00188838","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","D6A0D35C6B3008262D78150C650D95C0","F50CDF3D8EB425F116955884956B4A98"
"SRR087769","GSE26109.GSM641421.GPL9052","GSE26109","GSM641421","GPL9052","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","Human Liver Total RNA (Ambion); ","SRR087769","PASS","SRX035963","SRS150537","SRP004903","GSM641421","","GSM641421: liver4","GSM641421","2011-01-31 14:43:53","2014-05-29 14:55:18",20539505,1191291290,0,58,703,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR087769/SRR087769.2","GSM641421: liver4","OTHER","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP004903","PRJNA142297",2,142297,"SRS150537","SAMN00188838","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA027348",NA,"public","262AC77CC8B8B8C57D1C1F244794704E","5ACBC11D2A496B98F9D59F252E15832F"
"SRR2156548","SRP062329.SRX1143464.GPL16791","SRP062329","SRX1143464","GPL16791","fetal liver","standard","fLIV",NA,NA,"","",NA,"","","","","","","","untreated","","new fetch; part of a panel of fetal tissues; ","SRR2156548","PASS","SRX1143464","SRS1029771","SRP062329","Fetal liver RNAseq","","Tfl-polyA","Fetal liver RNAseq","2016-08-10 00:00:00","2015-08-12 11:55:36",23602751,2383877851,0,101,1584,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2156548/SRR2156548.1","Tfl-polyA","RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP062329","PRJNA292450",NA,292450,"SRS1029771","SAMN03976189","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","HHMI/ROCKEFELLER UNIVERSITY","SRA288438",NA,"public","520B60E0577BA91F842A8723D58F4C4A","57B481378D8200AFD55FD7B08EEFF153"
"SRR2954789","SRP066596.SRX1447284.GPL16791","SRP066596","SRX1447284","GPL16791","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","new fetch; ","SRR2954789","PASS","SRX1447284","SRS1175212","SRP066596","liver_WTS","","LIVERWTS001","liver_WTS","2015-11-27 13:39:15","2015-11-24 08:43:38",29624134,5924826800,29624134,200,3350,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2954789/SRR2954789.1","LIVERWTS001","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP066596","PRJNA301663",NA,301663,"SRS1175212","SAMN04254307","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","SAMSUNG MEDICAL CENTER","SRA313213",NA,"public","BAFE0EF35F3C4F13EEAA62A3BAEE2BD0","0A060FA350A82342414D2DAC7B79F07B"
"SRR2954790","SRP066596.SRX1447285.GPL16791","SRP066596","SRX1447285","GPL16791","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","new fetch; ","SRR2954790","PASS","SRX1447285","SRS1175212","SRP066596","liver_WTS","","LIVERWTS002","liver_WTS","2015-11-27 13:39:15","2015-11-24 08:40:32",22197204,4439440800,22197204,200,2418,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2954790/SRR2954790.1","LIVERWTS002","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP066596","PRJNA301663",NA,301663,"SRS1175212","SAMN04254307","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","SAMSUNG MEDICAL CENTER","SRA313213",NA,"public","6F92FFA6B7DD1A9B92983F65CB1B4A50","18945AEB3E9032113FCE6D80B4CCA140"
"SRR2954791","SRP066596.SRX1447286.GPL16791","SRP066596","SRX1447286","GPL16791","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","new fetch; ","SRR2954791","PASS","SRX1447286","SRS1175212","SRP066596","liver_WTS","","LIVERWTS003","liver_WTS","2015-11-27 13:39:15","2015-11-24 08:41:32",20415265,4083053000,20415265,200,2235,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2954791/SRR2954791.1","LIVERWTS003","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP066596","PRJNA301663",NA,301663,"SRS1175212","SAMN04254307","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","SAMSUNG MEDICAL CENTER","SRA313213",NA,"public","5EDED65B835D1268245E33BBC62BDDFD","EB4A29AB0EF4F33911056FE2F0327BAE"
"SRR2954792","SRP066596.SRX1447287.GPL16791","SRP066596","SRX1447287","GPL16791","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","new fetch; ","SRR2954792","PASS","SRX1447287","SRS1175212","SRP066596","liver_WTS","","LIVERWTS004","liver_WTS","2015-11-27 13:39:15","2015-11-24 08:46:34",27860044,5572008800,27860044,200,3020,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2954792/SRR2954792.1","LIVERWTS004","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP066596","PRJNA301663",NA,301663,"SRS1175212","SAMN04254307","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","SAMSUNG MEDICAL CENTER","SRA313213",NA,"public","01BEA7F36BC31DF302D9B707320AD8A0","A2A3309FDFAED83D85ADD95154876A84"
"SRR2954793","SRP066596.SRX1447288.GPL16791","SRP066596","SRX1447288","GPL16791","liver","standard","LIV",NA,NA,"","",NA,"","","","","","","","untreated","","new fetch; ","SRR2954793","PASS","SRX1447288","SRS1175212","SRP066596","liver_WTS","","LIVERWTS005","liver_WTS","2015-11-27 13:39:15","2015-11-24 08:45:34",23128563,4625712600,23128563,200,2483,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2954793/SRR2954793.1","LIVERWTS005","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP066596","PRJNA301663",NA,301663,"SRS1175212","SAMN04254307","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","SAMSUNG MEDICAL CENTER","SRA313213",NA,"public","D11BBA3C9E04A72C3E0BE78097598ED3","9AA22B5BED1CC9227B3B530DA0A53913"
